idx,label,sentence1,sentence2
3769,1,""" Prime Minister Abbas , we are facing a new opportunity today , a better future for both peoples , "" Israeli Prime Minister Ariel Sharon said after Tuesday 's meeting .",""" Prime Minister Abbas , we are facing a new opportunity today , a better future for both peoples , "" Mr Sharon said ."
3054,0,The European Union banned the import of genetically modified food in 1998 ; the United States is now demanding that the EU end its ban .,The union banned the import of genetically modified food in 1998 after many consumers feared health risks .
2283,1,"The transition is slated to begin no later than June 7 , Dayton said .",A two-week transition period will begin no later than June 7 .
2363,0,The government defeated the rebel motion by 297 votes to 117 in the 659-seat House of Commons .,"It was defeated by 297 votes to 117 , a Government majority of 180 ."
3107,0,"She has a boyfriend , too , officials said : Sgt. Ruben Contreras , who sat with her family Tuesday .","She also thanked her boyfriend , Sgt. Ruben Contreras , who was sitting next to the stage ."
3064,0,"The Nasdaq composite index dropped 33.90 , or 2.1 percent , to 1,610.82 , having risen 1.1 percent last week .","The Nasdaq composite index rose 16.74 , or 1 percent , to 1,650.75 ."
4055,1,"U.S. Capitol Police Chief Terrance Gainer said the incident resulted from "" two staff members bringing in Halloween costumes . """,U.S. Capitol Police Chief Terrance Gainer said ``two staff members bringing in Halloween costumes ' ' were responsible .
1520,1,"The vast majority of trades will be priced at 20 cents per contract or less depending on participation in incentive schemes . ""","Eurex said "" the vast majority "" of trades on Eurex US would be priced at 20 cents per contract or less depending on "" participation in incentive schemes "" ."
529,1,Brian Brabazon said his son would get upset but then turn around and befriend his taunters .,"Her son would get upset , his mom said , but then turn around and befriend his taunters ."
4010,0,"Senate President Pro Tempore Robert D. Garton , R-Columbus , said he spoke with Kernan not long before the oath of office ceremony .","Senate President Pro Tempore Robert D. Garton , R-Columbus , said he 'll miss the governor 's civility most ."
2383,0,"The civilian unemployment rate improved marginally last month - sliding down to 6.1 percent - as companies slashed payrolls by 93,000 .","The civilian unemployment rate improved marginally last month _ sliding down to 6.1 percent _ as companies slashed payrolls by 93,000 amid continuing mixed signals about the nation 's economic health ."
2870,1,"Both devices use version 5.2 of the Palm operating system and feature a new design , which resembles a miniature notebook with a screen that swivels around 180 degrees .",Both devices use Palm OS 5.2 and feature a completely new form factor that resembles a miniature notebook with a screen that swivels 180 degrees .
2530,1,Every day more American soldiers die .,We 're losing one or two American soldiers every day .
539,1,"Under the legislation , a physician who performs the procedure could face up to two years in prison .","Physicians who perform the procedure would face up to two years in prison , under the bill ."
843,0,"Excluding one-time items , the company enjoyed a profit of 6 cents a share .","Excluding one-time items , it expects profit of 11 cents to 15 cents a share ."
2268,1,The single currency dropped to 136.94 yen compared with its late U.S. level of 137.64 .,"Against the Japanese currency , the euro was at 136.06 yen compared with the late New York level of 136.03 / 14 ."
1780,1,"The answer is clearly yes , "" said Dr. Larry Norton , deputy physician-in- chief for breast cancer programs at Memorial Sloan-Kettering Cancer Center .","The answer is clearly yes , "" said Dr. Larry Norton , deputy physician-in-chief for breast-cancer programs at Memorial Sloan-Kettering Cancer Center in New York City ."
4065,1,"While Mr. Qurei is widely respected and has a long history of negotiating with the Israelis , he cannot expect such a warm welcome .","While Qureia is respected and has a history of negotiating with the Israelis , a warm welcome is not expected ."
1038,1,"And "" although the preconditions for recovery remain in place , "" it said the prospects for British exports were "" weaker than previously expected . """,""" Although the preconditions for recovery remain in place , the prospect for external demand for UK output is weaker than previously expected . """
1176,1,Mr. Geoghan had been living in a protective custody unit since being transferred to the prison on April 3 .,"He had been in protective custody since being transferred to Souza-Baranowski in April , officials said ."
2702,0,"The president began his speech by acknowledging the terrorist attacks in Saudi Arabia that killed at least 29 people , including seven Americans .","Bush , however , also lashed out at the terrorist bombings in Saudi Arabia that killed at least 29 people -- including a number of Americans ."
1988,1,""" It 's obvious I 'm not riding as well as years past , "" Armstrong said at a news conference .",""" I think it 's obvious I 'm not riding as well as I have in years past ."
3770,1,Random testing of security procedures should also take place .,Security assessments of these facilities should take place every three years .
388,1,A DOD team is working to determine how hackers gained access to the system and what needs to be done to fix the breach .,"A DoD team is on site to determine how this happened and what needs to be done to fix the breach , the release stated ."
3126,1,"The court on Monday reversed the decision of that court , the 9th U.S. Circuit Court of Appeals .","The court today reversed the decision of that court , the United States Court of Appeals for the Ninth Circuit ."
4036,0,"US Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline , which transports crude from Colombia 's second-biggest oil field .",U.S. Special Forces troops are training Colombian soldiers at military bases in the region to protect the pipeline .
1207,0,DeVries did make one stop in town Wednesday - registering as a sex offender at the Soledad Police Department .,Convicted child molester Brian DeVries spoke out in response to community outrage Wednesday afternoon after registering as a sex offender at the Soledad Police Department .
333,1,""" Third . . . we are not allowed to kill women , except those who join the war [ against Islam ] . ""","In jihad , we are not allowed to kill women , except those who join the war ( against Islam ) . """
