idx,label,sentence
6205,1,How was the plot discovered by the authorities?
2466,1,In the church sang a choir.
7144,1,"This boy must not go to France, but his father must go to France."
2053,0,Jill offered the ball towards Bob.
6489,1,John liked anything that was placed before him.
6317,0,Chris said that himself was sad.
4264,1,John seems to be honest.
4347,0,Robin is nothing in the box.
2809,0,Paula swatted the cloth through the fly.
2351,1,I stalked game in the woods.
3339,1,A large ship appeared on the horizon.
3183,0,She always wore.
4429,1,The child never became crazy.
3558,1,We found out that very lucrative jobs were in jeopardy.
7990,1,Which poisonous plant is it certain that we will find in Amazonia?
3241,0,Tony broke herself on the ann.
5368,1,Sally eats the stuff pretty often.
4903,1,He made a statement which everyone thought was really interesting and important.
1605,1,"If I can, I will work on it."
6942,1,Harriet told Emma the whole story.
3670,0,The squirrel ran right quickly.
942,1,"Joe might wish he had, but this isn't a country he has visited."
6774,1,Fanny stopped talking because in came Aunt Norris.
6384,1,Any pilot except Sue could be flying this plane.
3043,1,Ellen told a story.
6350,0,Any woman contributed to the fund.
5431,1,He's something of a gossip.
3729,1,These books disappoint me.
424,1,My car was stolen.
3617,1,It was last night that the policeman met several young students in the park.
65,0,Bill floated into the cave for hours.
5111,0,That gets you so involved is the writer.
1199,1,This is a hat which I'm going to see that my wife buys.
3701,1,"Whether they say it or not, most teachers expect their students to study hard."
3168,1,Sharon fainted at the sight of the accident.
7655,1,John promise Mary to control himself.
6432,1,Any man didn't eat dinner.
6387,1,John talked to any woman who came up to him except Sue.
3958,1,Tom bathed Fido in the garage.
6225,1,I blew the building up.
7726,1,What Julie became was fond of Lloyd.
4587,1,"He had hardly collected the papers on his desk, had he?"
7095,1,"John talked to his supervisor about his thesis, and Erich to the dean about department politics."
2089,1,"I kicked him the ball, but the wind blew it astray."
3612,1,We need more intelligent leaders.
7379,1,I saw only the student.
1906,1,There was a snake behind the car the time bomb was sitting in.
848,1,John is leaving but Mary's not.
5137,1,It was in 1997 when the IN introduced the alien registration receipt card.
4618,0,Pat handed to Chris.
4028,1,There exists only one truly amphibian mammal.
2296,1,The witch turned him from a prince into a frog.
5069,1,I owe my acquittal to you.
5315,0,"Handsome though I believe the claim that Tom is, I still won't date him."
6478,1,John made a fool of himself in front of everyone who was there.
4029,1,There arose a great storm.
1468,1,"Sam picked those packages up which are to be mailed tomorrow rest might, but he didn't want to do so until it had stopped raining."
2286,1,Clouds cleared from the sky.
7677,1,the rice was cooked by Bill.
4917,1,the pencil with which he is writing broke.
7136,0,Bill will put a picture of she on your desk before tomorrow.
154,0,"It is not entirely obvious if, Mary listens to the Grateful Dead, she gets depressed."
6669,1,Did the wealthy young man buy that piano for his secret fiancée?
3071,1,Ellen and Helen talked together.
5919,1,Susan ate yesterday at the restaurant.
3791,1,They went to the theater in London.
1875,0,"Every student, who wears socks, is a swinger."
6285,1,Martina is deathly afraid of spiders.
1883,0,There will be the hole in Jack's pocket.
4427,1,Was the child running to the car?
7769,1,Gilgamesh can seek Ishtar
2731,1,Brown presented Jones with a plaque.
8415,0,Him loves him
2056,1,The door has a fresh coat of paint.
2009,1,Fred kicked the ball under the porch.
2032,0,Susan gave the ball halfway to Bill.
903,1,Lilly should buy salmon and Mary should too.
6005,1,Calvin will not eat the beef waffles.
1974,1,"Tom will force you to marry no student, and neither will I."
7231,1,Bill's mother's friends are waiting at the restaurant.
5811,1,No one understands that phrase structure rules explain the little understood phenomenon of the infinite length of sentences.
5407,1,He was hoping for too much.
6207,1,What did Jean think was likely to have been stolen?
2729,0,We offered her with a job.
1190,0,The man who I read a statement which was about is sick.
6395,1,Every man who saw the fly in the food didn't eat dinner.
5323,1,"After John comes home, will Sally take a shower?"
4836,1,Where did he tell you that he met Mary?
4182,1,All of the land belongs to the government.
7924,1,What Medea attempted was to poison her children.
6530,1,Who do you think you saw?
1584,1,"Although no one else believes that Sally is innocent, Harry believes it."
2678,0,Carla slid at the book to Dale.
4094,1,The picture on the wall reminded him of his country.
439,1,Mickey teamed up with the women.
1849,1,"We'll do it together, you and me."
5988,1,Calvin did not do a back flip.
2528,1,Jennifer craned her neck.
4953,0,Who did he believe the claim that he had never met?
4524,1,"They can do it, can't they?"
2352,0,We investigated for bombs in the area.
3554,1,He walked right into the wall.
7446,0,Mary thinks for Bill to come.
6061,1,Rory eats.
13,1,The gardener watered the flowers flat.
2389,1,Angela characterized Shelly as a lifesaver.
1474,0,The coat which a girl came in who had worn was torn.
4262,0,Seems John to fix the computer.
5872,1,Jennie smiled.
5554,1,They may grow as high as six feet.
4385,0,Our team played all well.
1871,1,"Enrico, who is the smartest of us all, got the answer in seven seconds."
1967,0,I deny that that Bob has any money is certain.
8490,1,I did not understand.
7228,1,I sent it to you.
2502,1,Jasmine pushed the door open.
7287,1,John can go to the market quickly.
7223,1,The spy became too friendly with his new contacts.
3749,1,His girlfriend bought this computer.
7390,0,I saw the one of physics.
2232,1,"This polish cleans, protects, and shines."
3551,1,He treats John very kindly.
8521,1,Dracula thought him to be the Prince of Darkness.
5835,1,I want Mary to sign my yearbook.
7150,1,Some student from Australia speaks Chinese.
6693,1,Mr Woodhouse sat in an armchair.
4217,1,The crew have both agreed to change sponsor.
508,1,I would prefer for John to be the candidate.
4235,1,Fifty pounds seem like a lot of weight to lose in one year.
522,1,The stone knocked against the pole into the road.
7947,1,These expensive and illegal bottles of Absinthe are to be smuggled from Hungary.
6923,1,Alan made the loaf with strong white flour.
7410,1,The driver of the car thinks that Mary should leave Dallas for Boise tomorrow.
5673,1,I put the book in the box.
3834,0,There sang a man with a pipe.
6634,1,On Wednesday Maisie drove her car from Morningside to Leith.
6237,1,That Jean left is likely.
5241,1,I'm glad a linguist likes me.
260,1,"John is more embarrassed, the more pictures of him that appear in the news."
4322,0,There tries to leave the country.
3777,1,This map is what he wants.
3480,0,few evidence was provided.
3841,1,She was the nicest teacher in the Senior School.
7689,1,I sent Mary money.
7909,0,Aphrodite said he freed the animals and freed the animals he
8075,0,Peter is some disgruntled old pigs in those ditches.
1649,0,Here's a knife which for you to cut up the onions with.
3367,1,The convict escaped from the police.
2223,1,That dog bites people.
6930,1,Helen sent a scarf to Jim for Margaret.
7488,1,John was wondering whether to leave or not.
1433,1,The boy whose loud playing of the piano I disliked was a student.
2265,1,Bill sent Tom a package.
7386,1,I saw the one with long hair.
3862,1,A big green insect flew into the soup.
5305,1,I worded the telegram tersely.
6106,1,The audience laughed.
2024,0,Where did you give the ball?
5652,1,Tucson is a great place to live.
6048,1,Heidi investigated if John ate the cauliflower.
5041,1,That the Dalai Lama claims Tibet independence disturbs the Chinese government.
5476,1,I've never known a smarter dog than Fido.
4778,1,Who can put the book in the box?
279,0,"He seems to become more corrupt, the more lobbyists every senator talks to."
7885,1,Never will I do syntax again.
3463,0,much tool is needed.
2142,1,Martha carved a toy out of wood for the baby.
3820,1,John bought a lot of books for his sons.
1946,1,I didn't eat any ice cream or any cake.
5635,1,I gave my brother a birthday present.
7725,1,There appears to be a problem with this solution.
4847,1,I wonder on which shelf John will put the book?
3633,1,"John might pass the exam, and as might Bill."
1087,1,Who did Mary see walking toward the railroad station?
7728,1,Aphrodite frees animals
5048,1,They're not finding it a stress being in the same office.
4294,1,Stephen believed Ben to be careful.
4490,1,Duty made them never miss the weekly meetings.
2852,1,Carol cut herself on the thumb.
4928,1,There is a bench for you to sit on.
6149,1,I sent a book to Louis.
4585,1,Little did I know that more trouble was just around the corner.
3112,0,Cynthia devoured at the pizza .
4715,1,They paid a lot of attention to the matter.
6858,0,It is Ireland that he is going.
3062,1,Heather cabled Sara the news.
3851,1,The teacher made students happy.
6814,0,Larry hunted the foxes all.
5861,1,Robert thinks that students should eat asparagus.
7460,1,Shouldn't Mary taste the soup?
6954,1,Tess knocks at the door.
1840,0,"That they spoke to the janitor about that robbery yesterday is terrible, the cops."
706,1,Mary jumped the horse over the last fence perfectly.
7360,1,This project is manageable.
2597,0,The wall sprayed with paint.
8115,0,Agamemnon seems PRO to be a maniac
5325,0,I would prefer that he have not finished.
4513,1,I shall go downtown.
5636,1,I gave a birthday present to my brother.
1865,1,"I spoke to him about the war yesterday, that guy who's always following us."
7333,0,"They went me, ran me, swam me, jumped me, flew me, crawled me, danced me, walked me."
4530,1,"Kim was dancing, and Sandy was, too."
3869,0,John put his gold.
5729,1,I knew the man with the brown hair.
2787,0,Steve pelted at Anna.
2592,1,Jessica sprayed paint under the table.
7181,1,I borrowed and my sister stole large sums of money from the bank.
3719,1,Time flies like an arrow.
5558,0,John is taller than six feet is.
1063,1,Which pictures of Earl did he see?
137,1,Bill can well imagine getting fat.
5981,1,Bill has been dancing.
4060,1,We hope that such a vaccine could be available in ten years.
1036,1,Three relatives of mine inherited a house.
1140,1,He figured it out.
4543,1,John got sent to prison.
1987,1,Abernathy admitted that the poison pen letter had been written by my sister and him.
5984,1,Alex was eating the popsicle.
491,1,John is refused.
8161,1,His book
4100,0,The general commended that all troops was in dress uniform.
4305,1,Stephen seems to be irritating.
1438,0,"That piano, the boy's playing which loudly drove everyone crazy, was badly out of tune."
3511,1,Strings have been pulled many times to get students into that university.
8529,0,The pigs grunts
8197,1,Every reading of Shakespeare satisfied me
35,1,Bill ate off the floor.
